,City,Country,Date,Lat,Long,Temperature,Humidity,Wind Speed,Cloud Cover
388,muros,ES,1583962722,42.78,-9.06,53.71,93,5.82,75
389,urumqi,CN,1583962889,43.8,87.6,26.6,79,4.47,0
390,akureyri,IS,1583962889,65.68,-18.09,28.4,92,40.26,90
391,uvinza,TZ,1583962889,-5.1,30.39,66.38,96,1.07,94
392,karatau,KZ,1583962889,43.17,70.47,35.64,58,1.63,94
393,dhidhdhoo,MV,1583962889,6.88,73.1,82.17,73,4.41,100
394,kaeo,NZ,1583962889,-35.1,173.78,67.96,81,7.0,1
395,ucluelet,CA,1583962889,48.93,-125.55,47.82,57,20.8,20
396,fort abbas,NL,1583962883,52.65,6.39,51.71,81,17.22,90
397,skibbereen,IE,1583962889,51.55,-9.27,37.4,69,18.34,20
398,carballo,ES,1583962889,43.21,-8.69,54.0,87,1.39,75
399,sao desiderio,IN,1583962889,20.51,76.21,65.19,45,3.8,0
400,kamenka,RU,1583962890,51.32,42.77,47.52,92,8.99,100
401,lagoa,PT,1583962890,39.05,-27.98,57.38,73,13.27,100
402,ponta do sol,PT,1583962890,38.73,-28.27,59.0,72,10.29,75
403,srednekolymsk,RU,1583962890,67.45,153.68,-23.46,97,7.7,86
404,harper,LR,1583962890,4.38,-7.72,78.17,91,2.48,83
405,ak-dovurak,RU,1583962890,51.18,90.6,-1.77,67,1.19,0
406,berlevag,NO,1583962890,70.86,29.09,30.4,82,23.89,100
407,iskateley,RU,1583962890,67.68,53.15,24.46,96,8.63,96
408,jericho,PS,1583962890,31.87,35.45,65.79,82,4.7,40
409,hirara,JP,1583962890,24.8,125.28,66.25,62,11.56,0
410,medianeira,BR,1583962890,-25.3,-54.09,89.69,41,4.7,100
411,gari,RU,1583962891,59.43,62.35,34.03,93,11.63,100
412,berekum,GH,1583962626,7.45,-2.58,81.28,53,3.85,100
413,ruwi,OM,1583962891,23.6,58.55,68.0,40,4.7,0
414,elizabeth city,US,1583962891,40.66,-74.21,53.8,30,5.82,90
415,buraydah,SA,1583962742,26.33,43.98,68.0,28,8.05,67
416,bilibino,RU,1583962741,68.05,166.44,-11.11,93,3.04,100
417,kiunga,PG,1583962891,-6.12,141.29,73.51,99,1.88,100
418,omboue,GA,1583962891,-1.57,9.26,76.06,94,1.61,100
419,shahreza,IR,1583962891,32.03,51.88,45.72,19,2.24,16
420,arona,ES,1583962891,28.1,-16.68,65.73,23,1.12,99
421,katherine,AU,1583962891,-14.47,132.27,68.0,94,3.36,14
422,bocas del toro,CU,1583962891,21.07,-76.27,78.8,69,16.11,75
423,pershotravneve,UA,1583962892,51.39,28.87,42.24,76,9.42,95
424,yuli,NG,1583962892,9.7,10.27,85.75,7,3.67,1
425,moyale,KE,1583962892,3.52,39.06,77.67,55,11.18,4
426,saint-joseph,RE,1583962725,-21.37,55.62,75.52,94,18.34,0
427,andrushivka,UA,1583962892,50.02,29.02,43.79,72,16.13,45
428,flinders,AU,1583962757,-34.58,150.86,65.25,100,10.29,75
429,aloleng,PH,1583962892,16.13,119.78,74.59,79,4.56,7
430,vostok,RU,1583962892,46.49,135.88,7.63,96,6.91,81
431,marinette,US,1583962892,45.1,-87.63,35.69,93,3.36,90
432,marondera,ZW,1583962892,-18.19,31.55,62.26,92,2.95,67
433,bingol,TR,1583962893,38.88,40.49,35.29,70,4.12,76
434,nyimba,ZM,1583962893,-14.56,30.81,68.27,97,5.53,67
435,moanda,GA,1583962893,-1.56,13.22,70.79,97,3.2,88
436,rorvik,NO,1583962681,64.86,11.24,41.0,86,16.11,40
437,paamiut,GL,1583962893,61.99,-49.67,18.88,87,4.9,58
438,natitingou,BJ,1583962893,10.3,1.38,86.0,33,4.7,92
439,aklavik,CA,1583962893,68.22,-135.01,-11.2,57,2.24,20
440,pemangkat,ID,1583962893,1.17,108.97,77.27,92,8.16,100
441,roma,US,1583962804,43.21,-75.46,38.01,47,5.82,90
442,chifeng,CN,1583962893,42.27,118.96,27.64,45,20.92,100
443,manaquiri,BR,1583962893,-3.32,-60.35,90.5,70,3.36,40
444,laterza,IT,1583962893,40.63,16.8,49.66,70,5.82,0
445,kitimat,CA,1583962893,54.05,-128.65,39.2,51,14.99,75
446,churapcha,RU,1583962894,62.0,132.43,-14.55,95,11.5,100
447,kulhudhuffushi,MV,1583962894,6.62,73.07,83.01,69,8.79,100
448,cabatuan,PH,1583962894,10.88,122.49,71.82,88,10.96,68
449,kolosovka,RU,1583962894,56.47,73.61,33.28,98,8.41,100
450,guanare,VE,1583962894,9.04,-69.74,97.84,27,3.85,67
451,lichuan,CN,1583962894,30.3,108.85,42.33,92,2.37,100
452,brookings,US,1583962894,44.31,-96.8,51.58,54,5.82,40
453,buta,CD,1583962894,2.79,24.73,73.04,96,4.12,100
454,kattivakkam,IN,1583962894,13.22,80.32,80.31,78,4.7,20
455,mizdah,LY,1583962894,31.45,12.98,48.31,80,5.5,0
456,petropavlovsk-kamchatskiy,RU,1583962685,53.05,158.65,37.4,100,13.42,90
457,buala,SB,1583962822,-8.14,159.59,80.76,86,11.99,100
458,katete,UG,1583962895,-0.78,29.75,61.09,93,3.29,100
459,terrace,CA,1583962722,54.52,-128.6,39.2,51,14.99,75
460,saint-pierre,RE,1583962895,-21.34,55.48,75.49,94,18.34,0
461,usogorsk,RU,1583962895,63.41,48.69,32.9,99,5.57,100
462,mehamn,NO,1583962895,71.04,27.85,23.23,90,13.98,100
463,mount gambier,GB,1583962895,53.66,-1.85,44.69,93,19.46,40
464,olginskaya,RU,1583962895,47.19,39.95,48.58,87,13.42,20
465,agadez,NE,1583962895,19.75,10.25,63.45,14,16.78,0
466,merauke,ID,1583962895,-8.47,140.33,75.74,97,5.06,100
467,wajir,KE,1583962701,1.75,40.06,87.17,48,21.97,91
468,winder,US,1583962896,33.99,-83.72,67.78,77,4.7,90
469,digoin,FR,1583962896,46.48,3.98,47.93,87,0.76,3
470,touros,BR,1583962896,-5.2,-35.46,84.2,74,9.17,20
471,pedernales,DO,1583962896,18.04,-71.74,82.4,65,13.87,75
472,eidsvag,NO,1583962896,62.78,8.07,41.0,65,21.92,75
473,panjakent,TJ,1583962896,39.5,67.61,39.2,74,2.24,78
474,dighwara,IN,1583962896,25.73,85.0,64.4,100,1.92,40
475,mama,RU,1583962896,58.31,112.9,-19.95,96,6.02,100
476,dingzhou,CN,1583962769,38.51,115.0,35.6,80,2.24,26
477,lasa,IT,1583962896,46.62,10.7,38.35,92,1.12,0
478,sarlat-la-caneda,FR,1583962896,44.89,1.22,46.63,93,1.77,0
479,arman,RU,1583962643,59.7,150.17,10.54,88,19.57,100
480,jiexiu,CN,1583962897,37.02,111.91,42.51,35,6.89,20
481,vao,NC,1583962897,-22.67,167.48,79.99,74,8.3,100
482,searcy,US,1583962897,35.25,-91.74,61.29,93,8.05,90
483,key west,US,1583962897,32.73,-101.8,79.21,31,10.29,90
484,san policarpo,ML,1583962720,13.3,-4.9,83.05,5,10.6,59
485,acapulco,MX,1583962681,16.86,-99.89,86.0,66,8.05,20
486,kathmandu,NP,1583962640,27.72,85.32,51.8,87,2.24,20
487,north bend,FR,1583962897,50.33,3.67,55.63,76,21.92,75
488,sambava,MG,1583962897,-14.27,50.17,74.05,94,3.13,100
489,riverton,US,1583962862,40.52,-111.94,55.31,51,5.82,90
490,gamba,GA,1583962898,-2.65,10.0,78.73,87,3.47,100
491,anzio,IT,1583962898,41.49,12.62,49.91,81,1.12,0
492,newcastleton,GB,1583962898,55.18,-2.81,37.42,100,12.75,100
493,odweyne,SO,1583962898,9.41,45.06,73.53,35,4.94,100
494,arawa,PG,1583962898,-6.21,155.54,82.24,82,17.63,100
495,putina,PE,1583962898,-15.47,-69.43,52.66,62,11.07,0
496,tucurui,BR,1583962899,-3.77,-49.67,81.32,86,3.8,75
497,urengoy,RU,1583962899,65.97,78.37,12.0,90,12.88,0
498,linjiang,CN,1583962899,41.81,126.91,18.61,83,5.88,58
499,makushino,RU,1583962899,55.21,67.24,31.32,96,13.56,100
500,kincardine,GB,1583962899,56.07,-3.72,36.37,93,12.75,40
501,borogontsy,RU,1583962745,62.67,131.17,-17.88,96,8.32,100
502,port-cartier,CA,1583962899,50.03,-66.87,22.35,73,8.05,75
503,karratha,AU,1583962899,-20.74,116.85,86.79,59,17.94,100
504,potenza,IT,1583962899,40.64,15.81,42.67,75,4.07,0
505,estelle,US,1583962899,29.85,-90.11,77.52,69,13.87,75
506,baraki barak,DZ,1583962776,36.67,3.1,53.6,71,1.12,7
507,gambiran,ID,1583962899,-6.8,111.5,74.19,93,1.41,24
508,baykit,RU,1583962900,61.67,96.37,18.73,95,7.76,100
509,pangnirtung,CA,1583962900,66.15,-65.71,-14.8,68,2.24,20
510,krasnokamensk,RU,1583962900,50.1,118.04,-6.95,66,11.92,0
511,dukat,RU,1583962900,62.55,155.55,-4.38,98,16.62,100
512,eyl,SO,1583962900,7.98,49.82,78.35,79,22.91,86
513,yenagoa,NG,1583962900,4.92,6.26,80.49,88,4.97,82
514,puerto escondido,ES,1583962900,36.59,-6.23,69.3,35,14.99,100
515,mulanje,MW,1583962900,-16.03,35.5,67.62,97,4.12,46
516,allapalli,IN,1583962900,19.42,80.07,80.44,54,3.15,96
517,bambanglipuro,ID,1583962900,-7.95,110.28,74.75,89,2.86,100
518,dong xoai,CM,1583962901,4.89,12.01,78.58,69,4.52,82
519,hobyo,SO,1583962901,5.35,48.53,78.67,74,15.43,89
520,nelson bay,NZ,1583962717,-41.28,173.28,58.98,70,1.99,0
521,maicao,CO,1583962901,11.38,-72.24,86.27,49,19.06,100
522,kavaratti,IN,1583962901,10.57,72.64,81.54,68,2.37,0
523,ketchikan,US,1583962631,55.34,-131.65,39.2,60,13.87,90
524,tecoanapa,MX,1583962902,16.52,-98.75,93.81,32,12.62,0
525,korla,CN,1583962903,41.76,86.15,42.01,86,4.32,0
526,ambon,ID,1583962903,-3.7,128.18,75.2,94,6.93,20
527,wajima,JP,1583962903,37.4,136.9,43.92,57,14.94,97
528,kilindoni,TZ,1583962903,-7.91,39.67,84.54,74,8.14,100
529,morant bay,JM,1583962903,17.9,-76.43,79.3,74,17.22,75
530,kemijarvi,FI,1583962903,66.71,27.43,25.36,97,3.67,100
531,hobe sound,DE,1583962903,51.03,8.57,52.75,81,16.11,75
532,kisangani,CD,1583962903,0.52,25.2,72.72,92,1.21,48
533,jardim,BR,1583962640,-21.48,-56.14,88.88,41,6.02,28
534,bandar,ID,1583962903,2.05,99.75,74.08,98,1.52,97
535,yarada,IN,1583962904,17.65,83.27,77.0,88,2.24,20
536,clinton,US,1583962645,42.59,-82.92,43.39,65,4.7,90
537,orange,US,1583962904,33.7,-117.77,69.53,37,5.82,1
538,markala,ML,1583962904,13.7,-6.07,84.97,5,7.52,91
