,City,Country,Date,Lat,Long,Temperature,Humidity,Wind Speed,Cloud Cover
389,guerrero negro,MX,1584039733,17.67,-100.0,82.76,31,3.38,0
390,san carlos de bariloche,ML,1584039540,13.3,-4.9,96.26,7,7.2,0
391,otukpo,NG,1584039733,7.19,8.13,91.4,45,1.68,93
392,ertil,RU,1584039733,51.84,40.81,41.18,73,12.48,61
393,cascais,PT,1584039733,38.7,-9.42,57.76,76,28.86,20
394,ponta delgada,PT,1584039703,38.73,-28.27,62.6,72,9.17,40
395,nueva loja,EC,1584039733,-1.72,-79.83,84.09,74,5.82,40
396,buenavista,PH,1584039734,8.98,125.41,71.96,90,4.56,5
397,muravlenko,RU,1584039734,63.79,74.52,33.62,94,17.94,100
398,gari,RU,1584039734,59.43,62.35,39.74,83,16.31,86
399,sisimiut,GL,1584039734,66.94,-53.67,1.58,84,2.95,0
400,coquimbo,CL,1584039734,-29.95,-71.34,68.0,72,13.87,20
401,artyshta,RU,1584039734,54.12,86.29,16.7,91,7.27,79
402,kerema,PG,1584039734,-7.96,145.78,72.86,92,4.83,100
403,nangomba,TZ,1584039734,-10.9,38.5,74.66,93,5.95,71
404,antofagasta,CL,1584039734,-23.65,-70.4,72.64,64,12.75,42
405,tomatlan,MX,1584039734,19.93,-105.25,91.94,32,5.48,100
406,abu dhabi,IN,1584039734,24.6,72.7,55.94,30,3.53,0
407,kavaratti,IN,1584039735,10.57,72.64,83.12,71,9.98,0
408,kerrville,US,1584039735,30.05,-99.14,76.23,69,8.05,40
409,ponta pora,PT,1584039735,38.73,-28.27,62.6,72,9.17,40
410,alabaster,US,1584039735,33.24,-86.82,76.51,50,17.22,75
411,balabac,PH,1584039735,7.99,117.06,80.6,83,14.58,43
412,dalbandin,PK,1584039735,28.89,64.41,57.38,33,1.5,0
413,muisne,EC,1584039638,0.6,-80.03,82.4,88,6.93,75
414,tulum,MX,1584039735,20.22,-87.47,82.99,48,10.29,75
415,caravelas,BR,1584039735,-17.71,-39.25,80.06,72,6.51,93
416,xudat,AZ,1584039735,41.63,48.68,51.62,59,3.24,92
417,krasnoturinsk,RU,1584039735,59.77,60.21,39.02,90,12.21,95
418,hurghada,EG,1584039460,27.26,33.81,68.9,67,22.91,67
419,sri aman,MA,1584039736,30.04,-8.8,78.8,19,12.75,40
420,beira,MZ,1584039736,-19.84,34.84,80.6,88,9.17,20
421,itarema,BR,1584039736,-2.92,-39.92,82.4,88,5.82,75
422,ilebo,CD,1584039736,-4.32,20.58,73.22,98,2.39,100
423,manakara,MG,1584039736,-22.13,48.02,75.02,93,5.66,8
424,shimoda,JP,1584039642,34.67,138.95,44.01,81,1.01,0
425,nara,JP,1584039666,34.69,135.8,42.94,66,5.82,47
426,angoram,PG,1584039736,-4.06,144.07,74.66,90,3.29,87
427,tochimilco,MX,1584039736,18.9,-98.57,78.8,30,7.23,5
428,arvika,SE,1584039736,59.66,12.59,39.76,64,11.41,86
429,chilon,MX,1584039736,17.23,-92.42,82.4,74,5.82,20
430,half moon bay,LR,1584039736,6.38,-10.7,86.0,79,6.93,75
431,okha,RU,1584039737,53.57,142.95,0.32,87,7.52,100
432,lompoc,US,1584039737,34.64,-120.46,65.77,68,6.93,1
433,molochnoye,RU,1584039737,59.29,39.68,35.24,86,14.2,92
434,lazaro cardenas,DO,1584039737,19.46,-71.33,86.0,64,4.0,1
435,de-kastri,RU,1584039737,51.47,140.78,11.66,84,3.4,63
436,linxia,CN,1584039737,35.6,103.21,20.84,77,3.44,53
437,sistranda,NO,1584039445,63.73,8.83,35.94,64,19.46,75
438,novoagansk,RU,1584039737,61.94,76.66,34.16,95,14.65,100
439,grand river south east,US,1584039737,38.88,-109.5,54.43,76,3.36,1
440,college,US,1584039737,64.86,-147.8,-4.65,76,9.17,1
441,pokhara,NP,1584039737,28.23,83.98,63.14,41,3.6,0
442,rocha,UY,1584039643,-34.48,-54.33,85.64,53,10.74,100
443,labuhan,ID,1584039631,-6.88,112.21,76.82,86,2.28,66
444,daru,PG,1584039660,-9.08,143.21,74.66,96,6.31,100
445,jinchang,CN,1584039738,38.5,102.17,21.74,71,9.89,82
446,nuuk,GL,1584039738,64.18,-51.72,18.09,57,10.29,75
447,victoria,HK,1584039738,22.29,114.16,69.04,88,9.17,20
448,nizhnekamsk,RU,1584039738,55.64,51.82,37.4,100,20.13,75
449,medianeira,BR,1584039738,-25.3,-54.09,96.8,26,9.17,40
450,humaita,BR,1584039738,-7.51,-63.02,93.2,50,2.28,49
451,sarata,UA,1584039738,46.02,29.67,54.86,55,14.34,12
452,iberia,US,1584039738,29.95,-91.75,76.73,69,14.99,75
453,saquarema,BR,1584039738,-22.92,-42.51,81.57,69,14.99,75
454,isla mujeres,PH,1584039739,15.89,120.3,72.14,79,5.08,0
455,belmonte,BR,1584039739,-15.86,-38.88,78.8,83,6.93,75
456,jos,NG,1584039739,9.92,8.9,73.58,11,6.91,68
457,tigil,RU,1584039739,57.8,158.67,19.04,85,32.64,100
458,port hedland,CD,1584039739,-7.03,29.76,78.44,70,4.41,100
459,batagay,RU,1584039739,67.63,134.63,-25.06,97,3.18,0
460,warwick,US,1584039739,41.7,-71.42,48.18,61,11.41,75
461,leninskoye,RU,1584039739,47.94,132.62,11.3,81,15.39,94
462,poum,NC,1584039729,-20.23,164.02,81.86,82,13.71,86
463,hervey bay,US,1584039739,33.5,-93.78,72.77,73,17.22,90
464,rincon,US,1584039616,32.3,-81.24,77.72,69,6.93,1
465,koumra,TD,1584039739,8.91,17.55,85.1,7,5.73,60
466,kroya,ID,1584039740,-7.63,109.25,75.38,87,1.32,94
467,sibolga,ID,1584039678,1.74,98.78,72.5,97,2.86,97
468,dicabisagan,PH,1584039740,17.08,122.42,75.56,83,8.63,0
469,lavrentiya,RU,1584039740,65.58,-171.0,30.38,88,38.3,100
470,vila,PT,1584039740,42.03,-8.16,54.7,81,17.22,87
471,shieli,KZ,1584039740,44.17,66.75,44.78,43,3.42,29
472,takoradi,GH,1584039534,4.88,-1.76,82.76,79,5.97,99
473,havoysund,NO,1584039740,71.0,24.66,21.2,85,38.03,75
474,mount pleasant,GB,1584039714,53.66,-1.85,42.35,75,28.86,40
475,dobarlau,RO,1584039740,45.73,25.88,50.07,77,4.03,49
476,candido mendes,CO,1584039740,1.25,-75.6,84.38,79,1.54,86
477,kanniyakumari,IN,1584039610,8.08,77.57,82.76,71,8.7,7
478,tazovskiy,RU,1584039741,67.47,78.7,6.44,92,21.32,95
479,fort nelson,NL,1584039563,52.65,6.39,43.14,75,13.87,75
480,mazamari,PE,1584039741,-11.33,-74.53,79.52,59,1.25,31
481,kologriv,RU,1584039741,58.83,44.32,34.7,95,12.24,92
482,hami,CN,1584039741,42.8,93.45,31.46,25,5.82,0
483,port keats,CD,1584039701,-7.03,29.76,78.44,70,4.41,100
484,mayumba,GA,1584039741,-3.43,10.66,82.94,75,3.0,100
485,mayo,US,1584039741,38.89,-76.51,58.98,66,5.82,90
486,burgersdorp,ZA,1584039741,-31.0,26.33,59.9,83,23.91,85
487,gunjur,GM,1584039741,13.2,-16.73,98.6,25,3.36,17
488,nanakuli,US,1584039741,21.39,-158.15,70.47,94,3.36,90
489,gagino,RU,1584039741,55.23,45.03,38.84,79,13.18,36
490,lucea,JM,1584039741,18.45,-78.17,82.72,69,13.87,40
491,lorengau,PG,1584039665,-2.02,147.27,84.2,72,8.79,99
492,flinders,AU,1584039742,-34.58,150.86,57.72,93,10.45,7
493,ruffano,IT,1584039742,39.98,18.25,56.59,76,4.7,5
494,dryden,CA,1584039742,49.78,-92.75,30.2,100,9.17,90
495,padang,ID,1584039742,-0.95,100.35,68.72,96,3.42,76
496,raisio,FI,1584039742,60.49,22.17,34.48,93,5.82,90
497,dinan,FR,1584039742,48.42,-2.25,45.57,61,8.05,73
498,nizhneudinsk,RU,1584039742,54.91,99.03,25.52,89,7.56,100
499,aykhal,RU,1584039742,66.0,111.5,-11.2,76,17.9,90
500,pahrump,US,1584039742,36.21,-115.98,65.41,51,0.67,1
501,wajima,JP,1584039742,37.4,136.9,51.62,64,21.34,9
502,povenets,RU,1584039743,62.85,34.83,33.26,98,7.16,100
503,puntarenas,CR,1584039743,9.98,-84.84,82.4,45,14.99,20
504,oyama,JP,1584039743,36.3,139.8,47.07,81,3.36,75
505,aguimes,ES,1584039743,27.91,-15.45,69.19,77,20.8,20
506,valparaiso,CL,1584039743,-33.04,-71.63,66.85,72,9.17,0
507,skaudvile,LT,1584039743,55.42,22.62,40.1,63,31.9,87
508,sao felix do xingu,IN,1584039718,20.51,76.21,68.18,21,8.61,39
509,ulladulla,AU,1584039743,-35.35,150.47,54.68,93,7.0,36
510,shenjiamen,CN,1584039743,29.96,122.3,54.32,97,13.27,100
511,wembley,AU,1584039743,-31.93,115.8,68.0,64,13.87,0
512,lucapa,AO,1584039743,-8.42,20.74,68.0,96,3.89,51
513,flin flon,FR,1584039743,48.5,6.66,47.1,81,6.93,100
514,poya,NC,1584039744,-21.35,165.15,80.42,79,5.08,96
515,comodoro rivadavia,BR,1584039744,-13.66,-59.79,82.04,84,3.06,96
516,yulara,AU,1584039661,-25.24,130.99,77.0,25,8.05,0
517,iracoubo,GF,1584039664,5.48,-53.2,79.88,71,12.57,28
518,opochka,RU,1584039745,56.71,28.66,44.24,69,17.81,100
519,saint-michel-des-saints,CA,1584039745,46.68,-73.92,31.82,70,6.58,41
520,ankara,TR,1584039743,39.92,32.85,53.87,46,8.05,61
521,bilma,NE,1584039660,18.69,12.92,66.2,23,10.85,0
522,palmer,US,1584039560,42.16,-72.33,46.83,52,7.34,90
523,saint-joseph,RE,1584039745,-21.37,55.62,77.47,88,4.7,75
524,lamu,KE,1584039745,-2.27,40.9,83.84,76,19.77,93
525,lasa,IT,1584039745,46.62,10.7,41.63,75,14.99,91
526,puerto gaitan,ES,1584039745,36.59,-6.23,63.72,77,4.7,20
527,birao,CF,1584039745,10.28,22.79,87.62,10,6.51,87
528,taltal,CL,1584039745,-25.4,-70.48,68.54,68,7.9,5
529,plainfield,US,1584039745,40.62,-74.42,47.52,81,8.05,90
530,molln,DE,1584039745,53.63,10.68,43.39,56,16.11,49
531,samarai,PG,1584039746,-10.62,150.67,76.28,88,5.68,100
532,acajutla,SV,1584039607,13.59,-89.83,91.4,29,3.36,0
533,anadyr,RU,1584039746,64.75,177.48,35.29,80,33.55,40
534,artyom,AZ,1584039746,40.47,50.33,44.6,100,2.24,90
535,lakes entrance,US,1584039746,61.61,-149.31,1.4,77,4.7,75
536,owando,CG,1584039746,-0.48,15.9,70.52,97,2.57,100
537,vestmannaeyjar,IS,1584039658,63.44,-20.27,33.8,100,29.97,90
538,ust-nera,RU,1584039746,64.57,143.2,-21.28,83,2.51,100
539,trairi,BR,1584039746,-3.28,-39.27,84.38,74,4.76,71
540,dunedin,NZ,1584039640,-45.87,170.5,55.0,81,4.72,4
541,chokwe,MZ,1584039746,-24.53,32.98,77.0,81,7.7,20
542,baishishan,CN,1584039746,43.58,127.57,8.06,72,4.45,0
543,whitecourt,CA,1584039704,54.15,-115.69,23.0,73,9.17,90
544,belyy yar,RU,1584039747,55.84,32.94,41.72,88,14.45,87
545,vilyuysk,RU,1584039747,63.76,121.62,6.8,95,7.83,100
546,luwuk,ID,1584039747,-0.95,122.79,81.32,75,3.67,16
547,sinnai,IT,1584039747,39.3,9.2,58.66,87,10.29,72
548,malaga,ES,1584039747,36.72,-4.42,66.7,45,4.7,88
549,shingu,JP,1584039747,33.73,135.98,51.08,71,8.05,50
550,nizwa,OM,1584039747,22.93,57.53,66.2,26,3.56,24
551,tiksi,RU,1584039643,71.69,128.87,-17.32,71,1.03,95
552,bartica,GY,1584039747,6.4,-58.62,86.0,62,11.41,75
553,palu,ID,1584039747,-0.89,119.87,65.84,93,3.11,30
554,jalu,LY,1584039748,29.03,21.55,62.78,44,21.74,24
555,santander jimenez,ES,1584039748,43.46,-3.8,51.76,100,1.12,90
556,san ramon,ML,1584039602,13.3,-4.9,96.26,7,7.2,0
557,vangaindrano,MG,1584039748,-23.35,47.6,72.68,95,3.89,9
558,cururupu,BR,1584039748,-1.83,-44.87,81.86,90,3.44,64
559,saint-pierre,RE,1584039748,-21.34,55.48,77.52,88,4.7,75
560,kattivakkam,IN,1584039698,13.22,80.32,81.18,78,3.36,20
561,dali,CN,1584039748,25.7,100.18,46.22,70,3.78,2
562,vila franca do campo,PT,1584039748,42.03,-8.16,54.7,81,17.22,87
563,chapais,CA,1584039675,49.78,-74.85,21.2,67,10.29,90
564,stepnoye,RU,1584039748,51.4,46.87,46.0,77,3.0,33
565,altar,MX,1584039748,30.7,-111.82,66.06,78,1.99,100
566,yaring,TH,1584039748,6.87,101.37,81.5,78,11.86,1
567,yumen,CN,1584039749,40.28,97.2,26.42,41,11.23,54
568,ahipara,NZ,1584039749,-35.17,173.17,64.04,76,14.61,0
569,issia,CI,1584039749,6.49,-6.59,91.94,37,2.3,9
570,jasper,US,1584039553,37.2,-94.35,71.19,68,9.17,75
571,vanavara,RU,1584039749,60.34,102.28,12.74,88,8.08,18
572,banda aceh,IN,1584039749,25.48,80.33,80.96,43,8.14,47
573,payo,ID,1584039749,-3.75,103.64,68.18,96,3.4,84
574,pascagoula,US,1584039749,30.37,-88.56,75.74,78,10.29,40
575,myaundzha,RU,1584039749,63.05,147.19,-13.18,82,6.38,100
576,koutiala,ML,1584039749,12.39,-5.46,97.16,6,9.19,0
577,matucana,PE,1584039749,-11.85,-76.4,57.92,84,7.38,51
578,rochegda,RU,1584039749,62.8,43.25,32.9,98,10.58,100
579,bandarbeyla,SO,1584039653,9.49,50.81,78.62,77,18.81,53
580,mogzon,RU,1584039750,51.74,111.96,15.8,90,16.91,100
581,kashi,CN,1584039750,39.45,75.98,46.4,36,8.95,100
582,ulaanbaatar,MN,1584039750,47.91,106.88,-4.0,70,2.24,35
583,taoudenni,ML,1584039656,22.68,-3.98,84.02,6,7.09,0
584,huanren,CN,1584039750,41.26,125.37,10.04,71,3.4,1
585,ondangwa,NA,1584039750,-17.92,15.95,82.76,39,3.62,100
586,vizinga,RU,1584039750,61.07,50.1,35.24,93,10.8,100
587,yima,CN,1584039750,34.74,111.88,48.56,56,4.72,89
588,aswan,EG,1584039480,24.09,32.91,66.2,38,24.9,97
589,haines junction,US,1584039750,59.23,-135.44,15.8,43,13.87,1
590,itupiranga,BR,1584039750,-5.13,-49.33,91.4,66,5.82,20
591,port macquarie,CD,1584039739,-7.03,29.76,78.44,70,4.41,100
592,puerto cabezas,ES,1584039751,36.59,-6.23,63.72,77,4.7,20
593,semnan,IR,1584039751,35.57,53.4,56.3,30,1.68,4
594,bogotol,RU,1584039751,56.21,89.53,24.8,88,11.36,100
595,sinnamary,GF,1584039664,5.38,-52.95,79.88,71,12.57,28
